,data,data_dados,confirmados,confirmados_novos,recuperados,obitos,internados,internados_uci,vigilancia,confirmados_0_9_f,confirmados_0_9_m,confirmados_10_19_f,confirmados_10_19_m,confirmados_20_29_f,confirmados_20_29_m,confirmados_30_39_f,confirmados_30_39_m,confirmados_40_49_f,confirmados_40_49_m,confirmados_50_59_f,confirmados_50_59_m,confirmados_60_69_f,confirmados_60_69_m,confirmados_70_79_f,confirmados_70_79_m,confirmados_80_plus_f,confirmados_80_plus_m,obitos_arsnorte,obitos_arscentro,obitos_arslvt,obitos_arsalentejo,obitos_arsalgarve,obitos_acores,obitos_madeira,obitos_0_9_f,obitos_0_9_m,obitos_10_19_f,obitos_10_19_m,obitos_20_29_f,obitos_20_29_m,obitos_30_39_f,obitos_30_39_m,obitos_40_49_f,obitos_40_49_m,obitos_50_59_f,obitos_50_59_m,obitos_60_69_f,obitos_60_69_m,obitos_70_79_f,obitos_70_79_m,obitos_80_plus_f,obitos_80_plus_m,obitos_f,obitos_m,month,day,year,time,ars,confirmados_regiao,coordinates,lat,lon
496,20-05-2020,2020-05-20 00:00:00,29660,228,6452,1263,609.0,93.0,25281.0,265.0,272.0,507.0,436.0,2068.0,1639.0,2480.0,1884.0,2971.0,2034.0,3014.0,1985.0,1769.0,1526.0,1294.0,1142.0,2959.0,1415.0,713,230,289,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,12.0,28.0,38.0,75.0,102.0,144.0,488.0,362.0,646.0,617.0,5,20,2020,00:00:00,confirmados_arslvt,8688,"[38.71667, -9.13333]",38.71667,-9.13333
497,21-05-2020,2020-05-21 00:00:00,29912,252,6452,1277,608.0,92.0,22741.0,269.0,278.0,513.0,442.0,2084.0,1668.0,2498.0,1918.0,2999.0,2060.0,3025.0,2005.0,1783.0,1540.0,1298.0,1153.0,2962.0,1417.0,717,232,297,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,12.0,28.0,38.0,75.0,102.0,144.0,495.0,369.0,653.0,624.0,5,21,2020,00:00:00,confirmados_arslvt,8878,"[38.71667, -9.13333]",38.71667,-9.13333
498,22-05-2020,2020-05-22 00:00:00,30200,288,7590,1289,576.0,84.0,26198.0,274.0,281.0,524.0,451.0,2113.0,1693.0,2526.0,1951.0,3019.0,2087.0,3044.0,2020.0,1793.0,1554.0,1302.0,1172.0,2971.0,1425.0,725,233,300,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0,12.0,28.0,39.0,77.0,105.0,146.0,497.0,369.0,659.0,630.0,5,22,2020,00:00:00,confirmados_arslvt,9106,"[38.71667, -9.13333]",38.71667,-9.13333
499,23-05-2020,2020-05-23 00:00:00,30471,271,7705,1302,550.0,80.0,26130.0,279.0,288.0,529.0,456.0,2146.0,1730.0,2535.0,1980.0,3039.0,2108.0,3064.0,2036.0,1810.0,1566.0,1311.0,1177.0,2989.0,1428.0,732,230,309,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0,12.0,27.0,40.0,75.0,105.0,147.0,503.0,377.0,666.0,636.0,5,23,2020,00:00:00,confirmados_arslvt,9292,"[38.71667, -9.13333]",38.71667,-9.13333
500,24-05-2020,2020-05-24 00:00:00,30623,152,17549,1316,536.0,78.0,26328.0,284.0,295.0,535.0,458.0,2162.0,1745.0,2545.0,2000.0,3042.0,2119.0,3069.0,2054.0,1820.0,1577.0,1312.0,1186.0,2991.0,1429.0,738,231,316,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0,12.0,27.0,40.0,75.0,105.0,148.0,510.0,383.0,673.0,643.0,5,24,2020,00:00:00,confirmados_arslvt,9423,"[38.71667, -9.13333]",38.71667,-9.13333
501,25-05-2020,2020-05-25 00:00:00,30788,165,17822,1330,531.0,72.0,26449.0,287.0,298.0,540.0,463.0,2178.0,1779.0,2549.0,2023.0,3051.0,2134.0,3084.0,2061.0,1820.0,1589.0,1312.0,1189.0,2992.0,1439.0,744,233,322,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0,13.0,28.0,42.0,76.0,107.0,151.0,513.0,384.0,681.0,649.0,5,25,2020,00:00:00,confirmados_arslvt,9567,"[38.71667, -9.13333]",38.71667,-9.13333
502,26-05-2020,2020-05-26 00:00:00,31007,219,18096,1342,513.0,71.0,26392.0,293.0,305.0,549.0,469.0,2201.0,1800.0,2568.0,2037.0,3057.0,2155.0,3093.0,2069.0,1833.0,1607.0,1316.0,1198.0,3012.0,1445.0,752,234,325,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0,13.0,28.0,43.0,77.0,108.0,153.0,516.0,388.0,686.0,656.0,5,26,2020,00:00:00,confirmados_arslvt,9778,"[38.71667, -9.13333]",38.71667,-9.13333
503,27-05-2020,2020-05-27 00:00:00,31292,285,18349,1356,510.0,66.0,27141.0,297.0,310.0,559.0,478.0,2221.0,1828.0,2597.0,2082.0,3076.0,2189.0,3112.0,2100.0,1844.0,1619.0,1316.0,1204.0,3014.0,1446.0,755,235,335,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0,13.0,29.0,43.0,78.0,109.0,156.0,521.0,391.0,692.0,664.0,5,27,2020,00:00:00,confirmados_arslvt,10055,"[38.71667, -9.13333]",38.71667,-9.13333
504,28-05-2020,2020-05-28 00:00:00,31596,304,18637,1369,512.0,65.0,27563.0,306.0,320.0,567.0,485.0,2256.0,1858.0,2622.0,2114.0,3102.0,2213.0,3128.0,2125.0,1854.0,1630.0,1321.0,1216.0,3021.0,1458.0,761,237,340,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,9.0,13.0,29.0,43.0,79.0,110.0,159.0,526.0,393.0,699.0,670.0,5,28,2020,00:00:00,confirmados_arslvt,10320,"[38.71667, -9.13333]",38.71667,-9.13333
505,29-05-2020,2020-05-29 00:00:00,31946,350,18911,1383,529.0,66.0,27917.0,312.0,334.0,576.0,489.0,2283.0,1895.0,2653.0,2145.0,3129.0,2239.0,3149.0,2138.0,1865.0,1642.0,1344.0,1230.0,3051.0,1472.0,769,237,346,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,9.0,13.0,30.0,43.0,81.0,110.0,160.0,529.0,400.0,702.0,681.0,5,29,2020,00:00:00,confirmados_arslvt,10643,"[38.71667, -9.13333]",38.71667,-9.13333
506,30-05-2020,2020-05-30 00:00:00,32203,257,19186,1396,514.0,63.0,28183.0,315.0,339.0,584.0,497.0,2313.0,1921.0,2679.0,2178.0,3148.0,2262.0,3165.0,2158.0,1875.0,1649.0,1354.0,1237.0,3055.0,1474.0,773,238,354,1,15,15,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,9.0,14.0,31.0,43.0,82.0,111.0,162.0,533.0,403.0,708.0,688.0,5,30,2020,00:00:00,confirmados_arslvt,10874,"[38.71667, -9.13333]",38.71667,-9.13333
507,31-05-2020,2020-05-31 00:00:00,32500,297,19409,1410,474.0,64.0,27924.0,325.0,348.0,592.0,506.0,2343.0,1953.0,2710.0,2208.0,3171.0,2288.0,3190.0,2175.0,1889.0,1657.0,1359.0,1241.0,3065.0,1480.0,784,238,357,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,9.0,14.0,31.0,43.0,82.0,111.0,163.0,541.0,407.0,717.0,693.0,5,31,2020,00:00:00,confirmados_arslvt,11142,"[38.71667, -9.13333]",38.71667,-9.13333
508,01-06-2020,2020-01-06 00:00:00,32700,200,19552,1424,471.0,64.0,27958.0,335.0,356.0,596.0,512.0,2371.0,1973.0,2731.0,2222.0,3180.0,2299.0,3202.0,2185.0,1901.0,1668.0,1367.0,1243.0,3079.0,1480.0,791,239,363,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,10.0,14.0,31.0,43.0,83.0,111.0,165.0,548.0,410.0,724.0,700.0,1,6,2020,00:00:00,confirmados_arslvt,11335,"[38.71667, -9.13333]",38.71667,-9.13333
509,02-06-2020,2020-02-06 00:00:00,32895,195,19869,1436,432.0,58.0,28064.0,341.0,364.0,601.0,517.0,2386.0,1991.0,2752.0,2242.0,3199.0,2313.0,3217.0,2192.0,1909.0,1670.0,1377.0,1246.0,3089.0,1483.0,795,240,370,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,31.0,43.0,84.0,111.0,166.0,552.0,414.0,730.0,706.0,2,6,2020,00:00:00,confirmados_arslvt,11493,"[38.71667, -9.13333]",38.71667,-9.13333
510,03-06-2020,2020-03-06 00:00:00,33261,366,20079,1447,428.0,56.0,28093.0,350.0,374.0,618.0,522.0,2421.0,2030.0,2781.0,2270.0,3230.0,2346.0,3239.0,2216.0,1923.0,1677.0,1393.0,1256.0,3115.0,1500.0,796,240,380,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,31.0,43.0,85.0,111.0,167.0,557.0,418.0,735.0,712.0,3,6,2020,00:00:00,confirmados_arslvt,11828,"[38.71667, -9.13333]",38.71667,-9.13333
511,04-06-2020,2020-04-06 00:00:00,33592,331,20323,1455,445.0,58.0,28685.0,355.0,383.0,626.0,525.0,2463.0,2067.0,2820.0,2310.0,3248.0,2390.0,3273.0,2236.0,1932.0,1691.0,1398.0,1256.0,3117.0,1502.0,801,240,383,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,31.0,43.0,86.0,111.0,168.0,559.0,422.0,737.0,718.0,4,6,2020,00:00:00,confirmados_arslvt,12137,"[38.71667, -9.13333]",38.71667,-9.13333
512,05-06-2020,2020-05-06 00:00:00,33969,377,20526,1465,421.0,58.0,28088.0,362.0,393.0,637.0,533.0,2497.0,2113.0,2860.0,2366.0,3271.0,2422.0,3299.0,2265.0,1953.0,1705.0,1406.0,1261.0,3117.0,1509.0,803,244,387,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,31.0,43.0,87.0,112.0,168.0,565.0,424.0,744.0,721.0,5,6,2020,00:00:00,confirmados_arslvt,12473,"[38.71667, -9.13333]",38.71667,-9.13333
513,06-06-2020,2020-06-06 00:00:00,34351,382,20807,1474,414.0,57.0,29013.0,371.0,401.0,652.0,539.0,2538.0,2154.0,2894.0,2415.0,3312.0,2464.0,3323.0,2287.0,1963.0,1710.0,1420.0,1269.0,3121.0,1518.0,804,244,395,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,31.0,43.0,87.0,112.0,170.0,569.0,427.0,748.0,726.0,6,6,2020,00:00:00,confirmados_arslvt,12818,"[38.71667, -9.13333]",38.71667,-9.13333
514,07-06-2020,2020-07-06 00:00:00,34693,342,20995,1479,398.0,58.0,29312.0,379.0,412.0,661.0,546.0,2568.0,2181.0,2916.0,2445.0,3340.0,2497.0,3343.0,2313.0,1977.0,1730.0,1429.0,1272.0,3134.0,1517.0,806,244,398,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,32.0,43.0,87.0,112.0,170.0,570.0,430.0,749.0,730.0,7,6,2020,00:00:00,confirmados_arslvt,13073,"[38.71667, -9.13333]",38.71667,-9.13333
515,08-06-2020,2020-08-06 00:00:00,34885,192,21156,1485,366.0,55.0,28791.0,386.0,422.0,666.0,559.0,2590.0,2200.0,2925.0,2455.0,3352.0,2508.0,3361.0,2326.0,1989.0,1740.0,1432.0,1276.0,3144.0,1521.0,807,244,403,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,32.0,43.0,88.0,112.0,171.0,570.0,434.0,749.0,736.0,8,6,2020,00:00:00,confirmados_arslvt,13222,"[38.71667, -9.13333]",38.71667,-9.13333
516,09-06-2020,2020-09-06 00:00:00,35306,421,21339,1492,394.0,65.0,30176.0,391.0,436.0,672.0,562.0,2630.0,2244.0,2957.0,2502.0,3370.0,2559.0,3386.0,2367.0,2011.0,1760.0,1440.0,1284.0,3168.0,1531.0,809,244,408,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,33.0,43.0,88.0,113.0,171.0,575.0,434.0,755.0,737.0,9,6,2020,00:00:00,confirmados_arslvt,13608,"[38.71667, -9.13333]",38.71667,-9.13333
517,10-06-2020,2020-10-06 00:00:00,35600,294,21742,1497,417.0,70.0,30398.0,403.0,447.0,681.0,581.0,2650.0,2277.0,2983.0,2530.0,3400.0,2582.0,3412.0,2383.0,2028.0,1774.0,1443.0,1291.0,3178.0,1532.0,809,245,412,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,33.0,43.0,88.0,114.0,171.0,576.0,437.0,757.0,740.0,10,6,2020,00:00:00,confirmados_arslvt,13878,"[38.71667, -9.13333]",38.71667,-9.13333
518,11-06-2020,2020-11-06 00:00:00,35910,310,22002,1504,415.0,70.0,30615.0,414.0,459.0,695.0,592.0,2663.0,2305.0,3017.0,2596.0,3413.0,2605.0,3439.0,2399.0,2039.0,1792.0,1446.0,1293.0,3182.0,1535.0,810,246,417,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,33.0,43.0,90.0,115.0,172.0,577.0,439.0,759.0,745.0,11,6,2020,00:00:00,confirmados_arslvt,14161,"[38.71667, -9.13333]",38.71667,-9.13333
519,12-06-2020,2020-12-06 00:00:00,36180,270,22200,1505,440.0,73.0,30779.0,424.0,473.0,711.0,603.0,2698.0,2332.0,3037.0,2620.0,3438.0,2620.0,3456.0,2417.0,2052.0,1801.0,1450.0,1301.0,3187.0,1535.0,811,246,417,1,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,33.0,43.0,90.0,115.0,173.0,577.0,439.0,759.0,746.0,12,6,2020,00:00:00,confirmados_arslvt,14407,"[38.71667, -9.13333]",38.71667,-9.13333
520,13-06-2020,2020-06-13 00:00:00,36463,283,22438,1512,428.0,77.0,30655.0,423.0,478.0,719.0,605.0,2723.0,2365.0,3056.0,2643.0,3465.0,2655.0,3471.0,2441.0,2066.0,1814.0,1460.0,1306.0,3200.0,1548.0,812,246,422,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,44.0,91.0,115.0,175.0,578.0,440.0,761.0,751.0,6,13,2020,00:00:00,confirmados_arslvt,14622,"[38.71667, -9.13333]",38.71667,-9.13333
521,14-06-2020,2020-06-14 00:00:00,36690,227,22669,1517,419.0,73.0,30658.0,432.0,485.0,728.0,610.0,2749.0,2385.0,3075.0,2672.0,3484.0,2674.0,3491.0,2456.0,2073.0,1818.0,1466.0,1313.0,3200.0,1549.0,812,246,427,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,43.0,93.0,116.0,175.0,581.0,440.0,764.0,753.0,6,14,2020,00:00:00,confirmados_arslvt,14828,"[38.71667, -9.13333]",38.71667,-9.13333
522,15-06-2020,2020-06-15 00:00:00,37036,346,22852,1520,431.0,73.0,30703.0,435.0,493.0,738.0,615.0,2790.0,2424.0,3103.0,2701.0,3517.0,2697.0,3522.0,2473.0,2081.0,1834.0,1476.0,1320.0,3228.0,1564.0,813,246,429,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,43.0,93.0,117.0,175.0,581.0,442.0,765.0,755.0,6,15,2020,00:00:00,confirmados_arslvt,15128,"[38.71667, -9.13333]",38.71667,-9.13333
523,16-06-2020,2020-06-16 00:00:00,37336,300,23212,1522,423.0,71.0,30810.0,435.0,503.0,749.0,619.0,2809.0,2451.0,3127.0,2727.0,3551.0,2733.0,3545.0,2489.0,2097.0,1849.0,1484.0,1324.0,3248.0,1571.0,813,246,431,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,44.0,93.0,117.0,176.0,581.0,442.0,766.0,756.0,6,16,2020,00:00:00,confirmados_arslvt,15364,"[38.71667, -9.13333]",38.71667,-9.13333
524,17-06-2020,2020-06-17 00:00:00,37672,336,23580,1523,435.0,69.0,30289.0,440.0,508.0,756.0,629.0,2850.0,2472.0,3152.0,2759.0,3575.0,2775.0,3577.0,2522.0,2109.0,1866.0,1492.0,1328.0,3257.0,1580.0,813,246,432,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,44.0,93.0,117.0,176.0,582.0,442.0,767.0,756.0,6,17,2020,00:00:00,confirmados_arslvt,15646,"[38.71667, -9.13333]",38.71667,-9.13333
525,18-06-2020,2020-06-18 00:00:00,38089,417,24010,1524,416.0,67.0,30426.0,450.0,519.0,776.0,640.0,2906.0,2519.0,3180.0,2799.0,3604.0,2802.0,3595.0,2552.0,2127.0,1879.0,1506.0,1342.0,3278.0,1588.0,813,246,433,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,44.0,93.0,117.0,176.0,582.0,443.0,767.0,757.0,6,18,2020,00:00:00,confirmados_arslvt,15971,"[38.71667, -9.13333]",38.71667,-9.13333
526,19-06-2020,2020-06-19 00:00:00,38464,375,24477,1527,422.0,67.0,29046.0,463.0,530.0,795.0,657.0,2956.0,2554.0,3209.0,2836.0,3628.0,2820.0,3619.0,2578.0,2151.0,1898.0,1510.0,1346.0,3291.0,1595.0,813,247,435,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,44.0,94.0,118.0,176.0,583.0,443.0,769.0,758.0,6,19,2020,00:00:00,confirmados_arslvt,16255,"[38.71667, -9.13333]",38.71667,-9.13333
527,20-06-2020,2020-06-20 00:00:00,38841,377,24906,1528,422.0,70.0,30852.0,478.0,542.0,812.0,670.0,2993.0,2586.0,3246.0,2867.0,3657.0,2852.0,3643.0,2596.0,2162.0,1905.0,1512.0,1351.0,3332.0,1609.0,814,247,435,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,44.0,94.0,117.0,177.0,583.0,444.0,768.0,760.0,6,20,2020,00:00:00,confirmados_arslvt,16537,"[38.71667, -9.13333]",38.71667,-9.13333
528,21-06-2020,2020-06-21 00:00:00,39133,292,25376,1530,407.0,69.0,30855.0,490.0,554.0,820.0,684.0,3028.0,2600.0,3269.0,2897.0,3680.0,2884.0,3672.0,2609.0,2173.0,1912.0,1520.0,1354.0,3342.0,1615.0,814,248,436,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,44.0,94.0,118.0,178.0,584.0,443.0,770.0,760.0,6,21,2020,00:00:00,confirmados_arslvt,16762,"[38.71667, -9.13333]",38.71667,-9.13333
529,22-06-2020,2020-06-22 00:00:00,39392,259,25548,1534,424.0,72.0,30956.0,491.0,561.0,827.0,695.0,3046.0,2611.0,3289.0,2911.0,3697.0,2900.0,3685.0,2614.0,2199.0,1920.0,1530.0,1365.0,3395.0,1625.0,814,248,440,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,44.0,94.0,118.0,178.0,585.0,446.0,771.0,763.0,6,22,2020,00:00:00,confirmados_arslvt,16926,"[38.71667, -9.13333]",38.71667,-9.13333
530,23-06-2020,2020-06-23 00:00:00,39737,345,25829,1540,441.0,72.0,30248.0,501.0,568.0,839.0,711.0,3080.0,2644.0,3323.0,2946.0,3731.0,2928.0,3706.0,2639.0,2216.0,1929.0,1535.0,1372.0,3411.0,1630.0,814,248,446,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,10.0,15.0,34.0,45.0,95.0,119.0,179.0,587.0,446.0,775.0,765.0,6,23,2020,00:00:00,confirmados_arslvt,17225,"[38.71667, -9.13333]",38.71667,-9.13333
531,24-06-2020,2020-06-24 00:00:00,40104,367,26083,1543,429.0,73.0,30935.0,509.0,581.0,846.0,723.0,3112.0,2678.0,3359.0,2970.0,3763.0,2957.0,3724.0,2665.0,2234.0,1945.0,1552.0,1387.0,3428.0,1641.0,814,248,449,2,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,34.0,46.0,95.0,119.0,179.0,587.0,446.0,777.0,766.0,6,24,2020,00:00:00,confirmados_arslvt,17527,"[38.71667, -9.13333]",38.71667,-9.13333
532,25-06-2020,2020-06-25 00:00:00,40415,311,26382,1549,436.0,67.0,31113.0,520.0,596.0,860.0,738.0,3145.0,2700.0,3389.0,3001.0,3789.0,2980.0,3745.0,2678.0,2238.0,1957.0,1562.0,1390.0,3446.0,1652.0,815,248,453,3,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,34.0,46.0,96.0,119.0,180.0,589.0,448.0,779.0,770.0,6,25,2020,00:00:00,confirmados_arslvt,17767,"[38.71667, -9.13333]",38.71667,-9.13333
533,26-06-2020,2020-06-26 00:00:00,40866,451,26633,1555,457.0,67.0,31246.0,536.0,610.0,877.0,758.0,3181.0,2730.0,3431.0,3050.0,3821.0,3000.0,3763.0,2708.0,2258.0,1977.0,1580.0,1400.0,3488.0,1669.0,816,248,457,4,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,34.0,46.0,97.0,119.0,180.0,590.0,452.0,780.0,775.0,6,26,2020,00:00:00,confirmados_arslvt,18106,"[38.71667, -9.13333]",38.71667,-9.13333
534,27-06-2020,2020-06-27 00:00:00,41189,323,26864,1561,442.0,70.0,31255.0,549.0,625.0,888.0,764.0,3213.0,2758.0,3464.0,3077.0,3847.0,3022.0,3789.0,2722.0,2273.0,1996.0,1585.0,1410.0,3503.0,1675.0,816,248,463,4,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,35.0,46.0,97.0,119.0,181.0,591.0,455.0,781.0,780.0,6,27,2020,00:00:00,confirmados_arslvt,18361,"[38.71667, -9.13333]",38.71667,-9.13333
535,28-06-2020,2020-06-28 00:00:00,41646,457,27066,1564,458.0,75.0,31299.0,559.0,643.0,908.0,782.0,3260.0,2792.0,3506.0,3120.0,3885.0,3047.0,3817.0,2747.0,2293.0,2006.0,1598.0,1413.0,3549.0,1693.0,816,248,465,5,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,35.0,46.0,97.0,119.0,182.0,593.0,455.0,783.0,781.0,6,28,2020,00:00:00,confirmados_arslvt,18752,"[38.71667, -9.13333]",38.71667,-9.13333
536,29-06-2020,2020-06-29 00:00:00,41912,266,27205,1568,489.0,71.0,31310.0,564.0,653.0,920.0,791.0,3288.0,2814.0,3527.0,3150.0,3902.0,3080.0,3835.0,2755.0,2298.0,2016.0,1605.0,1419.0,3563.0,1704.0,817,248,468,5,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,35.0,46.0,97.0,120.0,182.0,595.0,456.0,786.0,782.0,6,29,2020,00:00:00,confirmados_arslvt,18977,"[38.71667, -9.13333]",38.71667,-9.13333
537,30-06-2020,2020-06-30 00:00:00,42171,259,27505,1576,491.0,73.0,31414.0,572.0,661.0,928.0,798.0,3315.0,2839.0,3554.0,3172.0,3919.0,3096.0,3851.0,2771.0,2313.0,2029.0,1613.0,1428.0,3569.0,1714.0,818,248,473,7,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,35.0,46.0,98.0,121.0,183.0,598.0,458.0,790.0,786.0,6,30,2020,00:00:00,confirmados_arslvt,19195,"[38.71667, -9.13333]",38.71667,-9.13333
538,01-07-2020,2020-01-07 00:00:00,42523,352,27798,1579,503.0,79.0,31389.0,573.0,674.0,941.0,804.0,3355.0,2875.0,3598.0,3206.0,3936.0,3126.0,3870.0,2791.0,2328.0,2053.0,1619.0,1439.0,3582.0,1719.0,819,248,475,7,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,35.0,46.0,98.0,121.0,183.0,600.0,459.0,792.0,787.0,1,7,2020,00:00:00,confirmados_arslvt,19452,"[38.71667, -9.13333]",38.71667,-9.13333
539,02-07-2020,2020-02-07 00:00:00,42901,378,28097,1587,510.0,77.0,31274.0,581.0,690.0,955.0,819.0,3389.0,2909.0,3640.0,3242.0,3966.0,3152.0,3893.0,2809.0,2349.0,2067.0,1635.0,1447.0,3602.0,1722.0,819,249,480,9,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,10.0,16.0,35.0,46.0,98.0,121.0,185.0,603.0,460.0,797.0,790.0,2,7,2020,00:00:00,confirmados_arslvt,19775,"[38.71667, -9.13333]",38.71667,-9.13333
540,03-07-2020,2020-03-07 00:00:00,43356,455,28424,1598,495.0,72.0,31433.0,598.0,700.0,964.0,837.0,3431.0,2943.0,3680.0,3276.0,4005.0,3192.0,3922.0,2827.0,2372.0,2092.0,1646.0,1458.0,3648.0,1731.0,819,248,491,10,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,10.0,15.0,37.0,46.0,99.0,122.0,187.0,605.0,464.0,799.0,799.0,3,7,2020,00:00:00,confirmados_arslvt,20156,"[38.71667, -9.13333]",38.71667,-9.13333
541,04-07-2020,2020-04-07 00:00:00,43769,413,28772,1605,489.0,73.0,31486.0,606.0,718.0,986.0,851.0,3475.0,2982.0,3709.0,3307.0,4037.0,3224.0,3961.0,2840.0,2391.0,2109.0,1660.0,1469.0,3667.0,1742.0,819,248,498,10,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,15.0,37.0,46.0,100.0,122.0,187.0,608.0,466.0,803.0,802.0,4,7,2020,00:00:00,confirmados_arslvt,20473,"[38.71667, -9.13333]",38.71667,-9.13333
542,05-07-2020,2020-05-07 00:00:00,44097,328,29017,1614,504.0,73.0,31457.0,622.0,742.0,993.0,865.0,3508.0,3011.0,3747.0,3335.0,4068.0,3235.0,3971.0,2860.0,2405.0,2120.0,1668.0,1474.0,3685.0,1752.0,819,248,504,13,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,15.0,37.0,46.0,100.0,123.0,187.0,615.0,467.0,811.0,803.0,5,7,2020,00:00:00,confirmados_arslvt,20727,"[38.71667, -9.13333]",38.71667,-9.13333
543,06-07-2020,2020-06-07 00:00:00,44329,232,29166,1620,513.0,74.0,31485.0,625.0,751.0,1001.0,872.0,3538.0,3033.0,3761.0,3350.0,4082.0,3255.0,3986.0,2879.0,2417.0,2129.0,1676.0,1483.0,3697.0,1757.0,820,248,507,15,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,15.0,38.0,46.0,102.0,123.0,187.0,616.0,469.0,812.0,808.0,6,7,2020,00:00:00,confirmados_arslvt,20922,"[38.71667, -9.13333]",38.71667,-9.13333
